pseudo_id,tempo,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,track_id
670,107.983,0.184,0.616,0.297,0.791,0.0833,0.0725,-7.648,0.0431,03egwBfmIRrfZtGCBhj5kg
671,77.503,0.412,0.48,0.000169,0.714,0.985,0.0615,-7.93,0.032,03eqdlquKzJQg9LYngD6HO
672,77.984,0.495,0.573,0.692,0.743,0.0,0.202,-4.996,0.0397,03f69ZNG8RejnMmH49aM3a
673,168.112,0.213,0.595,0.254,0.689,5.44e-06,0.129,-6.107,0.148,03f7xZmt2wHCIDJBFPK8G4
674,164.89,0.52,0.383,1.8e-06,0.96,1.53e-05,0.347,-4.203,0.057,03fShOmxoMwFwulNoLJDJv
675,143.935,0.595,0.506,0.0916,0.886,0.0,0.0734,-3.225,0.0655,03fT3OHB9KyMtGMt2zwqCT
676,95.056,0.941,0.701,0.073,0.803,0.0,0.0416,-3.912,0.313,03ffaxt78GbqpZ0vfKrcyr
677,126.012,0.276,0.756,0.0219,0.904,0.000247,0.239,-4.859,0.0416,03fkCgwSgj90keA6X6HqC0
678,83.697,0.3,0.365,0.817,0.342,0.0,0.0719,-8.501,0.0362,03fnqKyfaEX0iBUdmgGuEq
679,128.006,0.707,0.896,0.103,0.978,0.0,0.0495,-3.593,0.12,03fotfwKgehMzxYcPZLk0x
680,165.943,0.692,0.504,0.0102,0.877,0.000118,0.255,-4.83,0.0637,03g7fElHSW3uhrJ09gx6c6
681,131.195,0.193,0.516,0.00578,0.803,0.204,0.114,-4.934,0.0392,03gKQXrVqr182OivJqrSUt
682,118.027,0.524,0.589,0.000924,0.865,0.355,0.0663,-2.881,0.0347,03gNt9LmzZOZcnjKFKrFMl
683,119.987,0.78,0.776,0.169,0.76,0.0,0.0685,-6.465,0.0901,03giuF6StpnX7LsR4me1lN
684,118.539,0.374,0.58,0.94,0.214,0.0499,0.196,-12.507,0.0371,03gwiZgslCUcpFF5Jyp7MH
685,96.021,0.605,0.624,0.0224,0.817,0.0,0.0998,-4.611,0.0257,03h0HCkZ4LLwDJtnBuRBOk
686,120.022,0.157,0.668,0.825,0.563,0.896,0.0772,-14.899,0.0445,03h1p2QOhlQtFIhnup56ao
687,170.178,0.368,0.516,0.579,0.482,0.0,0.307,-6.04,0.0421,03hLe0OA5UuP7VXr4VYURD
688,122.937,0.433,0.607,0.00149,0.986,0.0,0.248,-3.399,0.0924,03hUwBvGTrQpHpvE4pO2oq
689,128.045,0.874,0.783,0.709,0.295,0.956,0.0939,-14.636,0.0758,03hVrrbV52cKFbg1stXgmS
690,160.047,0.326,0.42,0.00142,0.929,0.646,0.184,-7.41,0.0673,03hXMHGtoV6V2UzxyxuwvP
691,195.797,0.654,0.653,0.541,0.949,0.0,0.813,-3.457,0.114,03hfqijNQNbIpfcJOBPwZy
692,175.778,0.423,0.529,0.159,0.758,0.0,0.0388,-5.619,0.072,03hnjC8kAVy9tmfgcB0p0y
693,175.894,0.195,0.359,0.113,0.6,1.32e-06,0.0952,-7.317,0.0398,03hqMhmCZiNKMSPmVabPLP
694,115.003,0.197,0.473,5.57e-05,0.879,1.33e-05,0.0978,-4.454,0.0436,03jInOtVwApcacQN643qk5
695,119.978,0.597,0.766,0.106,0.561,0.000489,0.105,-6.167,0.168,03jcNioX4fCfRgDagg9kvB
696,107.976,0.506,0.693,0.339,0.789,0.0,0.108,-4.226,0.0299,03jfx8RCcOsJcefHYbPR2n
697,90.014,0.603,0.56,0.307,0.809,0.0,0.146,-7.447,0.0714,03llf55qnVnqzVNP03SEKZ
698,122.02,0.617,0.829,0.0793,0.502,0.762,0.109,-8.184,0.0524,03lqvDgdBKvrq3mGztwU93
699,122.934,0.179,0.501,0.758,0.301,0.00793,0.107,-10.8,0.0366,03mfJFcTsxfldb0DPI4ygj
700,77.201,0.0332,0.109,0.991,0.0725,0.937,0.112,-21.563,0.0436,03mxt5p12CaYy5SsBMmg7D
701,119.998,0.139,0.529,0.139,0.561,0.0195,0.0932,-5.577,0.034,03n2zDv0TXbH2q9XpzYpqY
702,171.24,0.729,0.534,0.966,0.271,0.00169,0.238,-10.411,0.131,03n4FH35pBrkjx9Wt361aS
703,93.026,0.623,0.9,0.0161,0.224,0.0,0.0667,-13.325,0.0768,03nBUJ7dBWDrbx4P0PFGXx
704,201.018,0.173,0.357,0.796,0.361,0.000548,0.108,-8.079,0.055,03nCB2bLgZMahtLTtKk0pU
705,103.185,0.199,0.739,0.314,0.488,0.631,0.0595,-10.989,0.0763,03oOZgsq6D8ceh4lHug2N6
706,122.04,0.586,0.689,0.0706,0.472,1.76e-05,0.335,-9.284,0.157,03oWLtwnZh3LVlTM6kUXmE
707,177.996,0.168,0.673,0.0724,0.82,0.0,0.127,-4.038,0.356,03oy2P9nPXzEKWfpfhDAyH
708,92.027,0.849,0.847,0.333,0.906,3.74e-05,0.0879,-5.302,0.0784,03pHq8WvgH49sT9ReHKtz2
709,98.943,0.397,0.591,0.728,0.453,0.0395,0.142,-11.467,0.0369,03pRnmoWR9IVKkIR73iGIG
710,122.344,0.333,0.663,0.0657,0.706,0.000217,0.256,-10.334,0.0734,03pcmgk7CccO3hJ9NzYdQm
711,81.382,0.253,0.44,0.00206,0.688,0.00136,0.106,-5.86,0.0345,03q1cm3P8fQsuTNOMFyQkr
712,182.956,0.567,0.244,0.0194,0.859,0.0279,0.117,-4.57,0.0423,03qKJWqX0I2tlMJiU72P1Y
713,70.379,0.294,0.417,0.238,0.861,2.79e-05,0.882,-5.613,0.101,03qSYwxRCavJccioep27Sx
714,114.925,0.626,0.7,0.05,0.803,0.0,0.101,-5.392,0.0292,03qjALA7Esk2oUdQafLksU
715,149.977,0.0749,0.426,0.00111,0.978,0.0,0.956,-3.278,0.133,03sCmgb8PsB4vOH1jrkCGS
716,171.928,0.588,0.44,0.0027,0.957,0.0,0.0646,-3.604,0.0572,03sNRFeWvYitmksOjDTSeB
717,99.983,0.197,0.457,0.104,0.534,6.86e-06,0.574,-7.66,0.0277,03sQJmtsGDLrBtlKoAvUTt
718,94.991,0.561,0.603,0.0117,0.688,0.75,0.0941,-5.515,0.0358,03sno6MIkoVX5eC4pRKMzr
719,174.813,0.0382,0.102,0.612,0.355,0.802,0.16,-13.614,0.0429,03sypv5hpcu00S9Ff89eiK
720,152.014,0.361,0.611,0.384,0.357,1.13e-06,0.103,-8.942,0.0277,03t54hE6wlvUxzKekueJxN
721,148.287,0.12,0.35,2.2e-05,0.964,0.000271,0.276,-4.049,0.0855,03tg6cOOCCZNPRZeOmYbYx
722,127.702,0.966,0.761,0.499,0.9,1.7e-05,0.06,-1.319,0.131,03tnCRrRvWxFy0MnHUkpTA
723,131.497,0.361,0.76,0.00544,0.595,0.0,0.241,-6.366,0.0391,03tqyYWC9Um2ZqU0ZN849H
724,105.997,0.2,0.621,0.543,0.853,0.912,0.423,-7.504,0.0311,03uOJUuuTgaFFI1Efal1no
725,126.043,0.0436,0.446,0.0843,0.328,3.15e-05,0.104,-9.653,0.0494,03uYJJEYs6H4GArW20eqvd
726,175.879,0.186,0.436,0.832,0.304,0.000198,0.11,-13.476,0.0309,03ubXJevpxiV4XgJ0xt0Sc
727,95.975,0.126,0.849,0.0185,0.438,0.0,0.318,-11.181,0.205,03urRSq6qlPimpyJSVWbUb
728,159.898,0.496,0.644,0.194,0.478,0.00376,0.106,-6.469,0.0529,03v70ZBxmcPX3RWAZMzqaW
729,178.948,0.366,0.232,0.00398,0.71,0.873,0.0872,-11.393,0.0386,03v7yBDPOOuA7gFv0xyK7s
730,174.012,0.732,0.72,0.0673,0.639,0.0,0.241,-8.028,0.0687,03vImkfmZ82Jsyuy7zJPJI
731,78.378,0.18,0.334,0.666,0.687,0.0,0.732,-6.725,0.0394,03vJxekuTDCQhdT3WfiVtq
732,150.076,0.657,0.63,0.0464,0.782,0.0,0.0944,-4.046,0.225,03w1u0L5fS0F7izSUkdqS2
733,110.005,0.196,0.681,0.191,0.214,0.0,0.09,-17.96,0.0349,03w3wv1rwQa2LhQodHda1u
734,77.002,0.268,0.67,0.000178,0.799,0.00981,0.166,-4.42,0.184,03wCoYB7mGs3zAAbnMb916
735,103.718,0.317,0.63,0.0683,0.801,0.135,0.13,-6.434,0.0266,03wqvxOYgomDNUWTzesadS
736,170.097,0.311,0.61,0.00665,0.829,0.0,0.144,-4.393,0.055,03wxNDkRZO34BV3Z27566C
737,88.722,0.211,0.264,0.705,0.547,0.0232,0.0997,-8.908,0.0324,03wxVlXdqCzRImWLTSF21U
738,108.066,0.385,0.673,0.112,0.42,0.0,0.0897,-7.581,0.0317,03xWMkKEbeO4SnylA53ipj
739,73.969,0.212,0.586,0.508,0.467,0.104,0.106,-8.431,0.0357,03xaRPghMl4sRAuO0AR57G
740,80.23,0.502,0.589,0.868,0.68,0.356,0.09,-8.887,0.379,03yPqXVJIYC5qKoYTUbAp7
741,122.975,0.744,0.766,0.00404,0.576,0.000138,0.0794,-5.614,0.0426,03yWftlC0np4NshtX9RAUy
742,87.335,0.55,0.332,0.51,0.742,0.188,0.106,-10.63,0.0917,03ybzRUwX9zWK69fSAAROH
743,97.994,0.0437,0.512,0.0915,0.493,4.13e-06,0.0666,-8.956,0.0602,03yib980AUBlXsJ8JJz54l
744,145.814,0.494,0.636,0.07,0.538,0.0,0.138,-6.973,0.0424,03z7FA3hMpedfEXOnpZfsI
745,129.057,0.478,0.367,0.0321,0.806,0.0,0.173,-5.177,0.0774,03zVmf5qaIgOkiPpqsjP0w
746,144.003,0.683,0.628,0.0103,0.937,0.0,0.0549,-3.545,0.0898,03zjj8Ni3NQqInP6FQ25v2
747,89.405,0.902,0.532,0.5,0.873,0.0,0.423,-5.093,0.339,040bfxASXZ4RHrb5my05ZT
748,154.494,0.383,0.386,0.458,0.49,0.0,0.552,-8.648,0.0546,041STHVCMt9AtrKYZAEyTi
749,117.994,0.172,0.229,0.000181,0.621,4.37e-05,0.239,-5.128,0.0393,042RaY48TNY9aesv8fqYTf
750,165.026,0.225,0.561,0.0269,0.758,1.23e-05,0.335,-5.912,0.089,042hLqldvqZaPNKiTW008v
751,127.966,0.659,0.681,0.00875,0.825,0.811,0.251,-4.379,0.092,042vge6apfznZWHPOLIMZ9
752,85.629,0.555,0.582,0.259,0.502,0.000378,0.16,-11.053,0.102,042wd4CrF4WTAwiKs0F7Ve
753,115.041,0.575,0.793,0.0167,0.476,5.99e-06,0.0864,-6.803,0.225,0433N69IselUcbs2fcRJKC
754,130.874,0.792,0.829,0.167,0.442,6.51e-06,0.0678,-7.656,0.0458,043KYKFUZ3FRyMm9HDGzkU
755,119.899,0.366,0.289,0.931,0.36,0.88,0.265,-13.008,0.0391,043MJ8zk9VQLvXXV01UbH6
756,129.007,0.338,0.632,0.0144,0.88,0.0021,0.118,-4.051,0.0463,043bfUkTydw0xJ5JjOT91w
757,114.325,0.0233,0.164,8.14e-05,0.547,0.969,0.357,-20.848,0.0759,043f7kIHqTGBaOtN2tmZqB
758,175.833,0.249,0.539,0.275,0.828,0.0,0.094,-7.916,0.361,044kzoJSr0QCqmP7YWJVgL
759,87.985,0.868,0.88,0.107,0.687,0.0,0.115,-8.765,0.253,044y2yHFmxCRnFpiZbuoOa
760,171.68,0.87,0.516,0.109,0.705,0.546,0.104,-4.358,0.0966,0455myqKgrIkofngPOUhpK
761,128.418,0.569,0.641,0.000445,0.784,0.00687,0.314,-8.364,0.0281,046SDsDSJ78nJDNW2XFN4h
762,108.838,0.635,0.87,0.521,0.678,0.00923,0.378,-7.645,0.0323,046mU05ZfQ383gXwRK8K72
763,116.444,0.343,0.541,0.522,0.475,0.144,0.0805,-10.989,0.0378,046r9OIF1bHuTeZoyk3b6r
764,125.134,0.544,0.67,0.636,0.45,0.0,0.116,-7.628,0.0273,0478mQXa11keCCdpWKEKgU
765,99.876,0.298,0.669,0.0326,0.545,0.0,0.2,-7.563,0.0545,047FzaHeN5Hgd1V0sDbZyv
766,93.021,0.553,0.708,0.36,0.704,0.0,0.131,-6.256,0.0629,047OwQQwyVF6plMgNIV6vR
767,111.94,0.905,0.772,0.716,0.793,0.0,0.104,-1.373,0.054,047SuYNbH7qrjEO6RhzGKU
768,111.519,0.312,0.492,0.646,0.26,0.00178,0.0705,-17.341,0.0921,047fCsbO4NdmwCBn8pcUXl
769,104.873,0.728,0.607,0.00117,0.734,0.00703,0.117,-6.538,0.26,047ldsPPTLwCptebeTrIzb
770,81.2,0.178,0.52,0.309,0.583,0.0185,0.118,-9.053,0.207,04854nSxND0MaZwy1PQ3bs
771,79.514,0.226,0.434,0.13,0.548,8.47e-05,0.377,-7.511,0.045,048DhsovcSSxmQUlNCCiJH
772,130.039,0.338,0.521,0.000584,0.93,0.00119,0.264,-4.219,0.0578,048rIiP977BBiepIeLKaYA
773,87.966,0.705,0.657,0.363,0.685,0.00806,0.129,-6.667,0.0797,0495XdT8Vts83c6D62srGw
774,119.971,0.957,0.73,0.0223,0.905,0.0499,0.0484,-3.252,0.122,049KaGUjlibRJttF7XVjhF
775,127.868,0.588,0.83,0.043,0.978,0.027,0.0403,-1.574,0.22,049MMnSYqnfbUFyAZlq8SY
776,92.515,0.0777,0.449,2.31e-05,0.987,0.0186,0.0989,-1.074,0.146,049cvUPkF3QeN5l58Nd9BV
777,119.749,0.0951,0.667,0.743,0.409,0.778,0.109,-12.476,0.0299,049hT4kfymuYezj7COJxAQ
778,170.27,0.582,0.501,0.494,0.534,0.0,0.107,-4.311,0.0367,049wfFS3kAsdmGOH8ktYJ3
779,128.942,0.669,0.566,0.0479,0.821,0.0,0.295,-3.482,0.0475,04A8bbdUo0wkesKOWSMztk
780,87.399,0.191,0.3,0.45,0.24,0.204,0.115,-10.768,0.0257,04AS0WvYHXlctDfKojeSsS
781,120.014,0.36,0.883,0.00715,0.65,0.0,0.332,-6.361,0.241,04AXtvkiBxQ9ZQAJ8sBZBF
782,109.891,0.3,0.561,0.00848,0.946,2.05e-05,0.0635,-0.899,0.128,04AYgtKFrpldRXe5y0LNGQ
783,114.995,0.0856,0.533,0.54,0.311,0.0,0.104,-9.141,0.0511,04BF15u9oROd5LLFIDcOdU
784,164.999,0.374,0.413,2.87e-05,0.969,0.000753,0.371,-2.599,0.119,04BSvYghzdxjSJNpee36er
785,138.022,0.0882,0.46,0.947,0.0987,0.882,0.108,-13.862,0.0689,04BW36IXv5wlUClwdOkzUA
786,151.972,0.505,0.616,0.428,0.807,0.0,0.756,-7.393,0.0668,04BYk4QTUUWD1pc1Kl6KGw
787,94.915,0.246,0.431,0.742,0.352,0.0,0.148,-9.335,0.0275,04BcODyhCDTV7SBFeJHOXe
788,78.55,0.0568,0.169,0.154,0.536,0.929,0.104,-15.561,0.0512,04CdDGjAGNdmLBjJnw0kqI
789,152.009,0.0606,0.277,1.75e-06,0.978,0.927,0.233,-2.884,0.126,04CqccF0CRt0M409GAExwx
790,96.053,0.417,0.595,0.0178,0.662,0.0,0.0804,-6.858,0.0362,04CttTezSnv71USiiG9mIo
791,170.059,0.852,0.564,0.102,0.837,0.0,0.0651,-4.385,0.0343,04CxdRXJQBdw4YwfdYuoCF
792,130.042,0.267,0.674,0.587,0.345,0.000132,0.137,-10.904,0.0506,04Cy9EVwlBwwoklGb4knOP
793,104.929,0.435,0.673,0.347,0.306,0.0,0.125,-8.979,0.0332,04DBoVWHI8nR09NqWddznX
794,91.016,0.542,0.658,0.0904,0.723,0.00221,0.156,-6.337,0.0255,04DCTRWJPjW7vE0wAZwseB
795,128.023,0.801,0.755,0.0562,0.848,1.98e-06,0.265,-5.946,0.153,04ECGtAFKdGE6tOzVAKo7U
796,124.996,0.433,0.716,0.0359,0.657,0.000351,0.0817,-5.877,0.0881,04EDShdWyBr2aJPqjFjKAQ
797,148.018,0.215,0.488,0.0285,0.606,0.0,0.228,-5.235,0.0314,04EkY1xc5yYedjagb27ndZ
798,122.06,0.31,0.693,0.592,0.477,0.0,0.118,-8.012,0.0305,04F1slSLfciNXAPZgdXtmW
799,163.942,0.786,0.606,0.456,0.829,0.0,0.0733,-5.62,0.0868,04F9ogoE7mShFurbvj9Y9U
800,139.92,0.445,0.618,0.209,0.548,1.71e-05,0.448,-6.551,0.0303,04FdD1nYNw8tB9CD7aNp91
801,101.895,0.144,0.256,8.41e-06,0.992,0.27,0.096,-4.505,0.136,04FfBJZBfU0UR5uqR4CJAD
802,120.003,0.791,0.709,0.0191,0.776,0.815,0.153,-8.351,0.0348,04G8syWNtbjgFSto01d7kd
803,104.016,0.713,0.544,0.00379,0.837,0.3,0.139,-6.158,0.0411,04GM7GU7v1RTgpopxFBu18
804,176.772,0.519,0.473,0.409,0.44,0.0,0.0994,-8.872,0.0355,04GSbfB9TU0uH32b3rZbLs
805,151.993,0.965,0.543,0.173,0.805,4.71e-06,0.141,-4.609,0.0491,04HYbU0XgrwWfQOak1FLr1
806,116.96,0.245,0.578,0.0911,0.619,0.0,0.172,-6.911,0.0311,04HenXWHfLUlsRsLPiBd0k
807,139.043,0.329,0.348,0.939,0.0732,0.0,0.137,-18.339,0.0363,04HoOUWF0qk81g0m7lObeZ
808,142.061,0.29,0.611,0.45,0.379,0.0,0.195,-10.194,0.0255,04IGL9xrDFZ2HHDf0rNfxR
809,110.01,0.939,0.796,0.125,0.748,0.0,0.253,-6.606,0.0473,04IJWWnE3Aii7gsmmD1CwK
810,134.015,0.435,0.555,0.00142,0.705,0.684,0.102,-6.236,0.03,04IpcDXPleA3v8XM4oB3kR
811,123.976,0.16,0.753,0.369,0.592,0.0182,0.104,-6.819,0.0863,04J0z2CDhzlw1YfyaKlIFF
812,109.761,0.856,0.727,0.304,0.735,0.0,0.293,-7.167,0.0467,04JEvxmdGP93VzXekCxoJZ
813,95.052,0.206,0.599,0.733,0.381,0.0,0.123,-8.337,0.0244,04Jcc8kwlHR9XlmUxUgEKq
814,99.98,0.491,0.633,0.065,0.749,0.0207,0.0676,-7.915,0.0311,04Jdmzb6gfuSZxGfAFc2NH
815,140.615,0.328,0.529,0.0245,0.549,0.0,0.0757,-6.024,0.35,04KJ4NGb2T22y26sTO41Q0
816,125.834,0.129,0.59,0.936,0.244,2.01e-06,0.0993,-10.82,0.035,04KOKbLltnesz9zVDavtLq
817,94.0,0.902,0.801,0.28,0.546,0.929,0.141,-7.256,0.132,04KsMCb9PZE2S0AtUU8Jhb
818,94.839,0.265,0.312,0.834,0.4,0.0,0.101,-9.272,0.0279,04L0p8GVp0O2OL8MXMjlsB
819,100.604,0.0383,0.355,0.944,0.344,0.911,0.109,-14.824,0.0368,04L6QVctO1p6rEiYh75yBo
820,104.432,0.65,0.756,0.604,0.419,0.0,0.0606,-8.889,0.0873,04LAPXr5C6W4ufoCVxr5Bx
821,128.024,0.441,0.542,0.251,0.862,0.000122,0.111,-4.423,0.0969,04LHuPqOMSpnHFaziPq1qO
822,180.025,0.232,0.608,0.0493,0.314,0.000106,0.137,-15.461,0.12,04LT2LwW5cMrIuq4Kvn1rM
823,78.002,0.287,0.781,0.026,0.532,0.0,0.0973,-8.399,0.2,04LsUHWpuMYh91dyCD7LNu
824,94.99,0.735,0.911,0.00435,0.777,0.0,0.0567,-2.579,0.26,04LxAkKoZd83WHB7ROzvoX
825,144.352,0.4,0.431,0.262,0.511,0.000185,0.0989,-6.717,0.0243,04M1uzCIkhWy9usJrtEc2C
826,114.765,0.214,0.631,0.772,0.277,0.0,0.114,-10.985,0.0537,04M3DsiMNyn8s5XQJrW5sL
827,138.538,0.0391,0.235,0.889,0.411,0.935,0.207,-11.371,0.0301,04Me7GXTY03245nMR0YRGI
828,86.689,0.532,0.395,0.00476,0.719,0.0,0.0892,-5.791,0.211,04MnLPpWdsoyFmuZzUHGnQ
829,114.922,0.086,0.725,0.444,0.127,0.365,0.118,-11.153,0.0595,04Mr5jeXzPFnEQUPtPzRVP
830,104.097,0.528,0.578,0.602,0.629,0.0,0.0708,-6.774,0.118,04NcPs5V6181I5hvUFY4Vp
831,153.021,0.701,0.543,0.0191,0.938,0.0,0.141,-4.745,0.0371,04O44ubiHsmxax67XcZgCh
832,151.963,0.15,0.427,0.161,0.751,0.0,0.0975,-6.696,0.0464,04OwNcF5kB2dM6X43Z9g9t
833,140.014,0.624,0.572,0.024,0.663,1.52e-06,0.371,-7.316,0.105,04OzTY1aR3ddOvyzHORSIh
834,125.009,0.391,0.497,7.06e-05,0.989,0.000263,0.413,-2.391,0.0895,04PB5VsFr1xbAph2ppzD89
835,110.203,0.0397,0.507,0.289,0.742,0.00403,0.0712,-7.194,0.0872,04Pc4kI4hS4C8oIFHFyXHB
836,147.952,0.759,0.606,0.466,0.962,1.11e-06,0.979,-3.965,0.0767,04PlQmD52bJDdRsKEgG99I
837,100.031,0.534,0.704,0.0288,0.77,0.0,0.299,-4.986,0.0666,04PxH7CFGAaAvo6j0zZAOr
838,120.08,0.199,0.369,0.792,0.366,0.899,0.0887,-5.991,0.037,04Pz67xTLt7UBafUQKzrs3
839,148.008,0.169,0.353,0.00245,0.762,6.4e-06,0.0907,-5.422,0.0386,04QKeqtQ1KCDHTXK6mNwqX
840,69.421,0.0387,0.216,0.976,0.0511,0.934,0.0893,-25.233,0.0513,04QWxRzLnJzXy9gYQKtl6f
841,119.757,0.942,0.737,0.706,0.486,2.28e-06,0.179,-5.818,0.0442,04QYNjGUwtJ3emEPCvjaJl
842,91.964,0.774,0.516,0.0269,0.824,0.0,0.0696,-5.473,0.26,04R63LtwXGvm2OO5zyDa3h
843,128.047,0.0538,0.426,0.102,0.574,0.00461,0.077,-6.793,0.0288,04RV7yZOP59Me1Q4NoelMx
844,178.064,0.451,0.564,0.889,0.455,1.25e-05,0.108,-11.296,0.126,04SaNxbEN3fysbISrIiYod
845,180.094,0.699,0.76,0.371,0.54,0.0,0.481,-7.666,0.275,04SjhfpIKuLzsxCUYY838j
846,77.767,0.702,0.345,0.683,0.943,2.1e-05,0.216,-1.799,0.116,04SsHWzDOGc4vozF5ewNZF
847,137.39,0.237,0.309,0.43,0.542,0.0,0.0954,-6.023,0.031,04THq9ESnlipU969vuvSJx
848,96.483,0.52,0.78,0.44,0.705,0.0171,0.343,-6.976,0.0627,04TdDL9q31EgSZ6hMsDrpb
849,85.035,0.684,0.657,0.00267,0.797,0.0,0.609,-3.08,0.128,04TfSQMv5y5lVyCEdEaMHY
850,97.957,0.485,0.658,0.627,0.396,0.0,0.176,-12.753,0.0319,04TvtzVrd7FufnY5KJLXzO
851,100.268,0.596,0.624,0.956,0.224,0.0115,0.0895,-17.333,0.0366,04UHnyTynjTLw4uyO0GVlK
852,95.008,0.477,0.694,0.64,0.689,1.8e-06,0.0776,-5.463,0.03,04UTqRsNm7ozil6lXW05dB
853,109.837,0.51,0.64,0.652,0.492,0.0,0.126,-6.2,0.0273,04UVqH7qE1vPhtuN9kud5E
854,80.001,0.83,0.592,0.731,0.721,3.74e-06,0.099,-4.231,0.0311,04UVwAr6KCutpsLB4xX07n
855,73.201,0.39,0.499,0.517,0.521,0.0,0.127,-7.921,0.0396,04VtzZ6KCEZLoEomgVR4ln
856,119.914,0.619,0.656,0.225,0.95,9.35e-06,0.973,-4.795,0.138,04WB3yqGPyRKrsPWNhrlI1
857,84.969,0.6,0.517,0.796,0.212,0.0,0.17,-9.7,0.0399,04WQx5XWBaExK6vEP0gaO0
858,129.467,0.16,0.444,0.987,0.0296,0.869,0.11,-20.414,0.0411,04XGikZ9fnfEaQwobrQmbA
859,167.995,0.581,0.772,0.144,0.678,0.0,0.135,-8.418,0.219,04XYmCWsrPaPIb1juv6nQz
860,118.889,0.979,0.874,0.157,0.668,0.0,0.0493,-7.421,0.038,04Xdk7F9HgyHBcAwO7KE3F
861,190.113,0.418,0.313,0.0799,0.824,0.0333,0.957,-7.022,0.0453,04YCoK8SspDy9Gv52aUrz8
862,87.993,0.576,0.612,0.105,0.562,0.3,0.0588,-10.232,0.0637,04YObtYkElo3sNcr9hUe1w
863,118.023,0.856,0.773,0.439,0.774,0.000125,0.328,-3.67,0.0347,04YgriwmHLTTFvTbv3deyA
864,129.478,0.74,0.716,0.0249,0.559,0.000525,0.072,-17.685,0.0273,04Z2XuWzPw7z1M7oNk7pw4
865,109.509,0.446,0.502,0.0198,0.58,1.56e-05,0.204,-6.48,0.0294,04ZUQ7G8Aa0B7wvg12ypuw
866,139.867,0.145,0.652,0.0072,0.436,0.00161,0.257,-7.566,0.0292,04Zd8p9whNyRQWuhX76CmL
867,91.078,0.229,0.492,0.0104,0.873,0.0,0.0895,-3.193,0.0392,04ZzbJOLBEhaf8PVQuH96u
868,176.024,0.372,0.608,0.0577,0.511,0.674,0.126,-8.43,0.0327,04bMCNhvHbOgUiKQb0lWND
869,95.3,0.743,0.647,0.000471,0.881,0.621,0.335,-7.866,0.0395,04bTkYXhpWoyvPI1jGK5JI
870,131.493,0.671,0.469,0.000163,0.89,1.59e-05,0.298,-2.544,0.0329,04bqNCd6eN1qjldAG483qA
871,126.093,0.809,0.718,0.0107,0.854,0.0104,0.321,-5.838,0.0434,04c7miOQqGx8o9yMhOOx1f
872,68.175,0.581,0.538,0.49,0.55,0.00014,0.334,-6.2,0.0317,04cAI1gdfstN3CyOJmWAJu
873,125.723,0.949,0.816,0.618,0.523,0.411,0.0681,-9.937,0.0586,04cCYxaUC2LObYVTGlRYBX
874,84.682,0.796,0.589,0.212,0.638,0.0,0.0799,-5.799,0.196,04clw2CZuvRzvV54g6Ua4L
875,104.006,0.397,0.563,0.213,0.741,0.0,0.0982,-5.728,0.031,04colE4oJt50AHwFhrT57v
876,155.996,0.963,0.58,0.0288,0.894,0.0524,0.0717,-7.051,0.0467,04ctleCukrabm2kiv9QuQc
877,172.459,0.161,0.084,0.879,0.0747,0.877,0.13,-34.012,0.0594,04cuyaLUTKspSKLyfcrCc1
878,127.969,0.175,0.637,0.783,0.395,0.000127,0.09,-8.955,0.0274,04dG2ZfpqtQClzQLbh6STO
879,92.974,0.425,0.638,0.039,0.661,0.0,0.082,-7.413,0.1,04e7R4lIAKPthXtQ2dsZjW
880,105.876,0.555,0.626,0.0944,0.75,0.0,0.338,-6.41,0.0384,04efbtT8ZGnboxb8KIzVmE
881,149.758,0.311,0.301,5.17e-05,0.925,0.00948,0.0982,-3.162,0.0985,04exsWMZ4wsNFIgppuL8T8
882,89.968,0.598,0.803,0.311,0.767,0.0,0.073,-5.377,0.0535,04f13iELcsYpY2yeLiAcfq
883,129.972,0.1,0.667,0.00127,0.561,0.0,0.132,-5.107,0.0324,04f7fQILKDgLE8aHbF73VO
884,100.995,0.665,0.497,0.0726,0.892,0.00345,0.225,-3.779,0.0537,04fYjbed1Q9DmGgDF6AtEV
885,105.041,0.803,0.787,0.205,0.523,0.0492,0.115,-8.628,0.0603,04fnzAJxtQZFVbn8N3XrQm
886,114.099,0.226,0.624,0.987,0.0974,9.46e-06,0.1,-13.821,0.0362,04gk0AL1K1okgiAzBNwmfV
887,151.68,0.0871,0.243,0.962,0.122,0.929,0.161,-23.829,0.0334,04gk89Ml90KQwgI4Exn0xY
888,134.029,0.427,0.773,0.993,0.0745,0.919,0.118,-17.891,0.044,04gsQiGof2SQdNzNrnJBMY
889,90.683,0.429,0.653,0.0667,0.566,0.0218,0.125,-8.547,0.0352,04h8ffz907S09MTRMccI6d
890,160.003,0.494,0.801,0.00286,0.592,0.0,0.0689,-5.615,0.0699,04hXcVEHwt9FRxrbEBZkiX
891,143.936,0.801,0.606,0.0288,0.842,0.0,0.369,-3.792,0.0552,04hZt915q6pqzxXuPsGG9z
892,165.907,0.73,0.597,0.0448,0.748,0.0,0.626,-5.906,0.223,04i2uLdBAfCSYjQzZqspDa
893,79.003,0.0743,0.212,0.891,0.16,0.00103,0.287,-13.231,0.0353,04i4SzFHSPsP1c6OQzuyOp
